Date,Open,High,Low,Close
15-September-2005,,,,3076.54,
16-September-2005,,,,3076.58,
19-September-2005,,,,3073.84,
20-September-2005,,,,3124.89,
21-September-2005,,,,3089.61,
22-September-2005,,,,2991.49,
23-September-2005,,,,2978.83,
26-September-2005,,,,3087.80,
27-September-2005,,,,3080.06,
28-September-2005,,,,3073.69,
29-September-2005,,,,3116.65,
30-September-2005,,,,3125.09,
3-October-2005,,,,3178.34,
4-October-2005,,,,3258.30,
5-October-2005,,,,3260.33,
6-October-2005,,,,3213.27,
7-October-2005,,,,3186.65,
10-October-2005,,,,3234.27,
11-October-2005,,,,3287.99,
13-October-2005,,,,3217.26,
14-October-2005,,,,3175.82,
17-October-2005,,,,3164.59,
18-October-2005,,,,3108.45,
19-October-2005,,,,3076.36,
20-October-2005,,,,3126.23,
21-October-2005,,,,3159.46,
24-October-2005,,,,3117.97,
25-October-2005,,,,3157.66,
26-October-2005,,,,3141.48,
27-October-2005,,,,3075.33,
28-October-2005,,,,3001.94,
31-October-2005,,,,3115.12,
1-November-2005,,,,3131.91,
2-November-2005,,,,3193.14,
7-November-2005,,,,3248.67,
8-November-2005,,,,3286.65,
9-November-2005,,,,3249.94,
10-November-2005,,,,3276.48,
11-November-2005,,,,3337.73,
14-November-2005,,,,3315.85,
16-November-2005,,,,3382.29,
17-November-2005,,,,3366.93,
18-November-2005,,,,3378.79,
21-November-2005,,,,3338.22,
22-November-2005,,,,3326.96,
23-November-2005,,,,3363.00,
24-November-2005,,,,3375.27,
25-November-2005,,,,3423.59,
26-November-2005,,,,3424.18,
28-November-2005,,,,3444.35,
29-November-2005,,,,3440.34,
30-November-2005,,,,3368.32,
1-December-2005,,,,3452.76,
2-December-2005,,,,3493.33,
5-December-2005,,,,3437.47,
6-December-2005,,,,3462.49,
7-December-2005,,,,3491.67,
8-December-2005,,,,3508.09,
9-December-2005,,,,3573.61,
12-December-2005,,,,3594.78,
13-December-2005,,,,3638.11,
14-December-2005,,,,3605.75,
15-December-2005,,,,3644.60,
16-December-2005,,,,3701.94,
19-December-2005,,,,3752.01,
20-December-2005,,,,3696.70,
21-December-2005,,,,3693.51,
22-December-2005,,,,3709.93,
23-December-2005,,,,3693.36,
26-December-2005,,,,3644.38,
27-December-2005,,,,3715.11,
28-December-2005,,,,3708.44,
29-December-2005,,,,3722.58,
30-December-2005,,,,3742.74,
2-January-2006,,,,3720.48,
3-January-2006,,,,3772.76,
4-January-2006,,,,3826.43,
5-January-2006,,,,3806.07,
6-January-2006,,,,3811.11,
9-January-2006,,,,3776.07,
10-January-2006,,,,3722.97,
12-January-2006,,,,3659.25,
13-January-2006,,,,3653.25,
16-January-2006,,,,3591.86,
17-January-2006,,,,3565.26,
18-January-2006,,,,3550.73,
19-January-2006,,,,3667.80,
20-January-2006,,,,3657.89,
23-January-2006,,,,3589.33,
24-January-2006,,,,3651.80,
25-January-2006,,,,3670.37,
27-January-2006,,,,3742.01,
30-January-2006,,,,3729.19,
31-January-2006,,,,3749.20,
1-February-2006,,,,3718.02,
2-February-2006,,,,3685.18,
3-February-2006,,,,3637.39,
6-February-2006,,,,3699.25,
7-February-2006,,,,3716.96,
8-February-2006,,,,3722.90,
10-February-2006,,,,3726.72,
13-February-2006,,,,3716.60,
14-February-2006,,,,3655.26,
15-February-2006,,,,3626.07,
16-February-2006,,,,3634.43,
17-February-2006,,,,3644.33,
20-February-2006,,,,3675.05,
21-February-2006,,,,3683.80,
22-February-2006,,,,3676.48,
23-February-2006,,,,3688.79,
24-February-2006,,,,3647.25,
27-February-2006,,,,3728.10,
28-February-2006,,,,3706.30,
1-March-2006,,,,3811.11,
2-March-2006,,,,3776.32,
3-March-2006,,,,3746.18,
6-March-2006,,,,3787.63,
7-March-2006,,,,3739.36,
8-March-2006,,,,3695.14,
9-March-2006,,,,3735.49,
10-March-2006,,,,3827.98,
13-March-2006,,,,3884.24,
14-March-2006,,,,3851.99,
16-March-2006,,,,3866.61,
17-March-2006,,,,3844.63,
20-March-2006,,,,3947.60,
21-March-2006,,,,3912.06,
22-March-2006,,,,3888.37,
23-March-2006,,,,3869.05,
24-March-2006,,,,3895.84,
27-March-2006,,,,3879.80,
28-March-2006,,,,3932.77,
29-March-2006,,,,4027.81,
30-March-2006,,,,4069.11,
31-March-2006,,,,4030.29,
3-April-2006,,,,4175.12,
4-April-2006,,,,4171.95,
5-April-2006,,,,4125.59,
7-April-2006,,,,4087.01,
10-April-2006,,,,4111.59,
12-April-2006,,,,3961.09,
13-April-2006,,,,3896.32,
17-April-2006,,,,4129.22,
18-April-2006,,,,4284.92,
19-April-2006,,,,4222.66,
20-April-2006,,,,4226.56,
21-April-2006,,,,4183.89,
24-April-2006,,,,4088.27,
25-April-2006,,,,4010.80,
26-April-2006,,,,4092.21,
27-April-2006,,,,4013.05,
28-April-2006,,,,3992.52,
29-April-2006,,,,4034.92,
2-May-2006,,,,4031.47,
3-May-2006,,,,4067.85,
4-May-2006,,,,4084.76,
5-May-2006,,,,4086.60,
8-May-2006,,,,4107.23,
9-May-2006,,,,4119.91,
10-May-2006,,,,4138.93,
11-May-2006,,,,4119.64,
12-May-2006,,,,4098.96,
15-May-2006,,,,4002.56,
16-May-2006,,,,3993.52,
17-May-2006,,,,4078.70,
18-May-2006,,,,3860.73,
19-May-2006,,,,3732.82,
22-May-2006,,,,3565.01,
23-May-2006,,,,3674.15,
24-May-2006,,,,3616.72,
25-May-2006,,,,3639.85,
26-May-2006,,,,3694.72,
29-May-2006,,,,3729.84,
30-May-2006,,,,3781.01,
31-May-2006,,,,3642.67,
1-June-2006,,,,3534.64,
2-June-2006,,,,3618.23,
5-June-2006,,,,3528.48,
6-June-2006,,,,3459.58,
7-June-2006,,,,3408.31,
8-June-2006,,,,3284.44,
9-June-2006,,,,3406.91,
12-June-2006,,,,3353.71,
13-June-2006,,,,3193.66,
14-June-2006,,,,3043.53,
15-June-2006,,,,3284.57,
16-June-2006,,,,3437.90,
19-June-2006,,,,3469.23,
20-June-2006,,,,3408.75,
21-June-2006,,,,3503.16,
22-June-2006,,,,3560.35,
23-June-2006,,,,3626.54,
25-June-2006,,,,3630.71,
26-June-2006,,,,3505.29,
27-June-2006,,,,3571.67,
28-June-2006,,,,3597.93,
29-June-2006,,,,3627.94,
30-June-2006,,,,3743.32,
3-July-2006,,,,3800.68,
4-July-2006,,,,3797.70,
5-July-2006,,,,3843.41,
6-July-2006,,,,3792.06,
7-July-2006,,,,3701.88,
10-July-2006,,,,3821.52,
11-July-2006,,,,3798.12,
12-July-2006,,,,4036.16,
13-July-2006,,,,3998.54,
14-July-2006,,,,3934.59,
17-July-2006,,,,3820.38,
18-July-2006,,,,3857.19,
19-July-2006,,,,3739.11,
20-July-2006,,,,3844.02,
21-July-2006,,,,3745.26,
24-July-2006,,,,3808.97,
25-July-2006,,,,3837.97,
26-July-2006,,,,3920.17,
27-July-2006,,,,3951.95,
28-July-2006,,,,3896.43,
31-July-2006,,,,3951.13,
1-August-2006,,,,3959.64,
2-August-2006,,,,3989.58,
3-August-2006,,,,4010.83,
4-August-2006,,,,4018.66,
7-August-2006,,,,3977.36,
8-August-2006,,,,4017.12,
9-August-2006,,,,4072.99,
10-August-2006,,,,4092.60,
11-August-2006,,,,4139.27,
14-August-2006,,,,4178.77,
16-August-2006,,,,4191.85,
17-August-2006,,,,4193.29,
18-August-2006,,,,4198.42,
21-August-2006,,,,4254.18,
22-August-2006,,,,4233.39,
23-August-2006,,,,4205.93,
24-August-2006,,,,4221.89,
25-August-2006,,,,4222.83,
28-August-2006,,,,4236.67,
29-August-2006,,,,4298.34,
30-August-2006,,,,4286.71,
31-August-2006,,,,4286.42,
1-September-2006,,,,4287.11,
4-September-2006,,,,4365.01,
5-September-2006,,,,4350.36,
6-September-2006,,,,4340.30,
7-September-2006,,,,4280.89,
8-September-2006,,,,4272.97,
11-September-2006,,,,4146.60,
12-September-2006,,,,4223.81,
13-September-2006,,,,4310.77,
14-September-2006,,,,4348.01,
15-September-2006,,,,4330.15,
18-September-2006,,,,4338.35,
19-September-2006,,,,4352.81,
20-September-2006,,,,4383.06,
21-September-2006,,,,4434.28,
22-September-2006,,,,4394.03,
25-September-2006,,,,4349.37,
26-September-2006,,,,4392.11,
27-September-2006,,,,4390.65,
28-September-2006,,,,4390.46,
29-September-2006,,,,4393.56,
3-October-2006,,,,4359.81,
4-October-2006,,,,4299.39,
5-October-2006,,,,4404.08,
6-October-2006,,,,4400.64,
9-October-2006,,,,4433.26,
10-October-2006,,,,4452.92,
11-October-2006,,,,4584.87,
12-October-2006,,,,4689.17,
13-October-2006,,,,4797.04,
16-October-2006,,,,4847.42,
17-October-2006,,,,4848.40,
18-October-2006,,,,4837.64,
19-October-2006,,,,4793.06,
20-October-2006,,,,4767.33,
21-October-2006,,,,4791.96,
23-October-2006,,,,4738.02,
26-October-2006,,,,4791.12,
27-October-2006,,,,4840.25,
30-October-2006,,,,4859.60,
31-October-2006,,,,4821.98,
1-November-2006,,,,4820.31,
2-November-2006,,,,4782.05,
3-November-2006,,,,4760.40,
6-November-2006,,,,4758.49,
7-November-2006,,,,4782.32,
8-November-2006,,,,4805.72,
9-November-2006,,,,4849.71,
10-November-2006,,,,4859.29,
13-November-2006,,,,4894.54,
14-November-2006,,,,4985.99,
15-November-2006,,,,4987.02,
16-November-2006,,,,4976.34,
17-November-2006,,,,4949.35,
20-November-2006,,,,5063.89,
21-November-2006,,,,5130.48,
22-November-2006,,,,5154.26,
23-November-2006,,,,5134.80,
24-November-2006,,,,5156.87,
27-November-2006,,,,5170.18,
28-November-2006,,,,5044.49,
29-November-2006,,,,5037.74,
30-November-2006,,,,5107.22,
1-December-2006,,,,5142.41,
4-December-2006,,,,5136.44,
5-December-2006,,,,5187.88,
6-December-2006,,,,5193.61,
7-December-2006,,,,5161.13,
8-December-2006,,,,5130.24,
11-December-2006,,,,5089.15,
12-December-2006,,,,4990.42,
13-December-2006,,,,4993.39,
14-December-2006,,,,5127.59,
15-December-2006,,,,5181.60,
18-December-2006,,,,5204.07,
19-December-2006,,,,5046.85,
20-December-2006,,,,5040.88,
21-December-2006,,,,5027.28,
22-December-2006,,,,5055.15,
26-December-2006,,,,5196.98,
27-December-2006,,,,5289.03,
28-December-2006,,,,5283.43,
29-December-2006,,,,5272.56,
2-January-2007,,,,5369.04,
3-January-2007,,,,5450.51,
4-January-2007,,,,5369.83,
5-January-2007,,,,5343.71,
8-January-2007,,,,5204.88,
9-January-2007,,,,5160.61,
10-January-2007,,,,5126.10,
11-January-2007,,,,5230.98,
12-January-2007,,,,5348.10,
15-January-2007,,,,5396.37,
16-January-2007,,,,5378.89,
17-January-2007,,,,5375.76,
18-January-2007,,,,5408.47,
19-January-2007,,,,5309.84,
22-January-2007,,,,5350.43,
23-January-2007,,,,5312.96,
24-January-2007,,,,5318.19,
25-January-2007,,,,5365.49,
29-January-2007,,,,5315.57,
31-January-2007,,,,5297.17,
1-February-2007,,,,5348.23,
2-February-2007,,,,5392.29,
5-February-2007,,,,5387.05,
6-February-2007,,,,5405.69,
7-February-2007,,,,5524.22,
8-February-2007,,,,5520.91,
9-February-2007,,,,5479.15,
12-February-2007,,,,5423.76,
13-February-2007,,,,5366.54,
14-February-2007,,,,5362.70,
15-February-2007,,,,5565.70,
19-February-2007,,,,5575.07,
20-February-2007,,,,5533.83,
21-February-2007,,,,5438.58,
22-February-2007,,,,5392.13,
23-February-2007,,,,5261.84,
26-February-2007,,,,5245.42,
27-February-2007,,,,5172.40,
28-February-2007,,,,4869.99,
1-March-2007,,,,5071.35,
2-March-2007,,,,4954.05,
5-March-2007,,,,4730.30,
6-March-2007,,,,4961.94,
7-March-2007,,,,4894.70,
8-March-2007,,,,5021.68,
9-March-2007,,,,4974.21,
12-March-2007,,,,5002.78,
13-March-2007,,,,5036.51,
14-March-2007,,,,4836.38,
15-March-2007,,,,4927.08,
16-March-2007,,,,4879.46,
19-March-2007,,,,4967.35,
20-March-2007,,,,4938.28,
21-March-2007,,,,5006.59,
22-March-2007,,,,5095.28,
23-March-2007,,,,5067.73,
26-March-2007,,,,5009.42,
28-March-2007,,,,4831.85,
29-March-2007,,,,4875.08,
30-March-2007,,,,4899.39,
2-April-2007,,,,4672.56,
3-April-2007,,,,4766.97,
4-April-2007,,,,4814.24,
5-April-2007,,,,4821.52,
9-April-2007,,,,4930.55,
10-April-2007,,,,4828.33,
11-April-2007,,,,4808.08,
12-April-2007,,,,4879.59,
13-April-2007,,,,5071.72,
16-April-2007,,,,5150.28,
17-April-2007,,,,5022.63,
18-April-2007,,,,5050.15,
19-April-2007,,,,4974.83,
20-April-2007,,,,5055.09,
23-April-2007,,,,5062.86,
24-April-2007,,,,5027.29,
25-April-2007,,,,4961.72,
26-April-2007,,,,4958.64,
27-April-2007,,,,4953.94,
30-April-2007,,,,5053.29,
3-May-2007,,,,5124.21,
4-May-2007,,,,5082.21,
7-May-2007,,,,5013.47,
8-May-2007,,,,4932.89,
9-May-2007,,,,4887.62,
10-May-2007,,,,4878.17,
11-May-2007,,,,4924.12,
14-May-2007,,,,4939.40,
15-May-2007,,,,4873.19,
16-May-2007,,,,4847.07,
17-May-2007,,,,4914.42,
18-May-2007,,,,4923.11,
21-May-2007,,,,4867.32,
22-May-2007,,,,4849.51,
23-May-2007,,,,4824.13,
24-May-2007,,,,4838.64,
25-May-2007,,,,4959.36,
28-May-2007,,,,4915.25,
29-May-2007,,,,4908.15,
30-May-2007,,,,4814.09,
31-May-2007,,,,4851.43,
1-June-2007,,,,4908.38,
4-June-2007,,,,4846.50,
5-June-2007,,,,4884.93,
6-June-2007,,,,4872.64,
7-June-2007,,,,4957.57,
8-June-2007,,,,4986.81,
11-June-2007,,,,5015.10,
12-June-2007,,,,4975.50,
13-June-2007,,,,4966.87,
14-June-2007,,,,5033.76,
15-June-2007,,,,4996.12,
18-June-2007,,,,4940.61,
19-June-2007,,,,4883.59,
20-June-2007,,,,4887.29,
21-June-2007,,,,4886.85,
22-June-2007,,,,4858.09,
25-June-2007,,,,4812.24,
26-June-2007,,,,4799.99,
27-June-2007,,,,4843.47,
28-June-2007,,,,4841.62,
29-June-2007,,,,4870.73,
2-July-2007,,,,4867.27,
3-July-2007,,,,4879.12,
4-July-2007,,,,4841.64,
5-July-2007,,,,4791.99,
6-July-2007,,,,4950.53,
9-July-2007,,,,4996.66,
10-July-2007,,,,5036.99,
11-July-2007,,,,4868.77,
12-July-2007,,,,4870.06,
13-July-2007,,,,4897.95,
16-July-2007,,,,4848.27,
17-July-2007,,,,4879.84,
18-July-2007,,,,4885.34,
19-July-2007,,,,4956.31,
20-July-2007,,,,4921.06,
23-July-2007,,,,4902.57,
24-July-2007,,,,4963.12,
25-July-2007,,,,4906.79,
26-July-2007,,,,5001.24,
27-July-2007,,,,4876.34,
30-July-2007,,,,4845.79,
31-July-2007,,,,4862.52,
1-August-2007,,,,4711.32,
2-August-2007,,,,4649.11,
3-August-2007,,,,4704.30,
6-August-2007,,,,4597.82,
7-August-2007,,,,4618.47,
8-August-2007,,,,4808.43,
9-August-2007,,,,4733.85,
10-August-2007,,,,4774.13,
13-August-2007,,,,4765.04,
14-August-2007,,,,4761.44,
16-August-2007,,,,4637.13,
17-August-2007,,,,4500.40,
20-August-2007,,,,4459.07,
21-August-2007,,,,4294.86,
22-August-2007,,,,4348.53,
23-August-2007,,,,4356.28,
24-August-2007,,,,4408.48,
27-August-2007,,,,4473.39,
28-August-2007,,,,4558.76,
29-August-2007,,,,4504.40,
30-August-2007,,,,4552.30,
31-August-2007,,,,4585.66,
3-September-2007,,,,4607.82,
4-September-2007,,,,4625.84,
5-September-2007,,,,4646.29,
6-September-2007,,,,4665.46,
7-September-2007,,,,4659.70,
10-September-2007,,,,4570.89,
11-September-2007,,,,4470.56,
12-September-2007,,,,4443.98,
13-September-2007,,,,4482.57,
14-September-2007,,,,4449.14,
17-September-2007,,,,4387.26,
18-September-2007,,,,4385.41,
19-September-2007,,,,4491.21,
20-September-2007,,,,4390.75,
21-September-2007,,,,4428.34,
24-September-2007,,,,4349.83,
25-September-2007,,,,4348.62,
26-September-2007,,,,4501.97,
27-September-2007,,,,4643.43,
28-September-2007,,,,4627.83,
1-October-2007,,,,4598.11,
3-October-2007,,,,4783.00,
4-October-2007,,,,4769.71,
5-October-2007,,,,4740.27,
8-October-2007,,,,4770.31,
9-October-2007,,,,4890.18,
10-October-2007,,,,5049.00,
11-October-2007,,,,4766.72,
12-October-2007,,,,4687.79,
15-October-2007,,,,4712.43,
16-October-2007,,,,4629.09,
17-October-2007,,,,4676.49,
18-October-2007,,,,4676.27,
19-October-2007,,,,4685.91,
22-October-2007,,,,4619.17,
23-October-2007,,,,4634.88,
24-October-2007,,,,4580.23,
25-October-2007,,,,4582.54,
26-October-2007,,,,4635.58,
29-October-2007,,,,4674.65,
30-October-2007,,,,4647.53,
31-October-2007,,,,4618.72,
1-November-2007,,,,4615.44,
2-November-2007,,,,4634.64,
5-November-2007,,,,4567.13,
6-November-2007,,,,4540.69,
7-November-2007,,,,4343.42,
8-November-2007,,,,4298.86,
9-November-2007,,,,4253.25,
12-November-2007,,,,4135.14,
13-November-2007,,,,4095.73,
14-November-2007,,,,4280.32,
15-November-2007,,,,4196.49,
16-November-2007,,,,4159.12,
19-November-2007,,,,4160.88,
20-November-2007,,,,4054.64,
21-November-2007,,,,3987.66,
22-November-2007,,,,3959.90,
23-November-2007,,,,4017.10,
26-November-2007,,,,4098.23,
27-November-2007,,,,4107.48,
28-November-2007,,,,4081.40,
29-November-2007,,,,4085.76,
30-November-2007,,,,4197.62,
3-December-2007,,,,4254.05,
4-December-2007,,,,4247.60,
5-December-2007,,,,4232.03,
6-December-2007,,,,4267.15,
7-December-2007,,,,4424.57,
10-December-2007,,,,4432.92,
11-December-2007,,,,4432.45,
12-December-2007,,,,4353.59,
13-December-2007,,,,4284.37,
14-December-2007,,,,4259.76,
17-December-2007,,,,4167.90,
18-December-2007,,,,4162.76,
19-December-2007,,,,4181.00,
20-December-2007,,,,4320.63,
24-December-2007,,,,4581.61,
26-December-2007,,,,4591.87,
27-December-2007,,,,4569.14,
28-December-2007,,,,4552.06,
31-December-2007,,,,4529.59,
1-January-2008,,,,4471.48,
2-January-2008,,,,4451.02,
3-January-2008,,,,4363.63,
4-January-2008,,,,4319.14,
7-January-2008,,,,4195.43,
8-January-2008,,,,4244.75,
9-January-2008,,,,4255.52,
10-January-2008,,,,4146.88,
11-January-2008,,,,4103.88,
14-January-2008,,,,3987.06,
15-January-2008,,,,3910.75,
16-January-2008,,,,3882.88,
17-January-2008,,,,3853.54,
18-January-2008,,,,3790.64,
21-January-2008,,,,3573.25,
22-January-2008,,,,3443.59,
23-January-2008,,,,3631.37,
24-January-2008,,,,3587.78,
25-January-2008,,,,3800.36,
28-January-2008,,,,3659.96,
29-January-2008,,,,3730.67,
30-January-2008,,,,3708.32,
31-January-2008,,,,3710.11,
1-February-2008,,,,3934.27,
4-February-2008,,,,4097.61,
5-February-2008,,,,4039.82,
6-February-2008,,,,3813.82,
7-February-2008,,,,3705.30,
8-February-2008,,,,3843.34,
11-February-2008,,,,3848.16,
12-February-2008,,,,3789.98,
13-February-2008,,,,3807.89,
14-February-2008,,,,3843.50,
15-February-2008,,,,3879.98,
18-February-2008,,,,3829.24,
19-February-2008,,,,3849.77,
20-February-2008,,,,3857.83,
21-February-2008,,,,4041.97,
22-February-2008,,,,3918.28,
25-February-2008,,,,3992.54,
26-February-2008,,,,4062.67,
27-February-2008,,,,3973.12,
28-February-2008,,,,3967.40,
29-February-2008,,,,3862.45,
3-March-2008,,,,3692.49,
4-March-2008,,,,3614.41,
5-March-2008,,,,3752.47,
7-March-2008,,,,3638.44,
10-March-2008,,,,3570.84,
11-March-2008,,,,3548.78,
12-March-2008,,,,3472.41,
13-March-2008,,,,3311.91,
14-March-2008,,,,3406.55,
17-March-2008,,,,3297.71,
18-March-2008,,,,3298.87,
19-March-2008,,,,3369.63,
24-March-2008,,,,3421.96,
25-March-2008,,,,3686.35,
26-March-2008,,,,3692.55,
27-March-2008,,,,3579.75,
28-March-2008,,,,3758.03,
31-March-2008,,,,3547.61,
1-April-2008,,,,3540.59,
2-April-2008,,,,3644.35,
3-April-2008,,,,3764.91,
4-April-2008,,,,3687.40,
7-April-2008,,,,3748.57,
8-April-2008,,,,3685.07,
9-April-2008,,,,3705.09,
10-April-2008,,,,3676.63,
11-April-2008,,,,3659.38,
15-April-2008,,,,3862.48,
16-April-2008,,,,4006.50,
17-April-2008,,,,4150.90,
21-April-2008,,,,4108.14,
22-April-2008,,,,3930.47,
23-April-2008,,,,3982.85,
24-April-2008,,,,4049.52,
25-April-2008,,,,4063.37,
28-April-2008,,,,4026.74,
29-April-2008,,,,4237.81,
30-April-2008,,,,4261.93,
2-May-2008,,,,4358.58,
5-May-2008,,,,4317.34,
6-May-2008,,,,4383.36,
7-May-2008,,,,4413.30,
8-May-2008,,,,4294.46,
9-May-2008,,,,4235.24,
12-May-2008,,,,4297.84,
13-May-2008,,,,4265.14,
14-May-2008,,,,4427.36,
15-May-2008,,,,4486.36,
16-May-2008,,,,4467.55,
20-May-2008,,,,4467.15,
21-May-2008,,,,4453.35,
22-May-2008,,,,4418.23,
23-May-2008,,,,4340.98,
26-May-2008,,,,4418.00,
27-May-2008,,,,4450.40,
28-May-2008,,,,4566.42,
29-May-2008,,,,4547.76,
30-May-2008,,,,4643.79,
2-June-2008,,,,4580.35,
3-June-2008,,,,4512.09,
4-June-2008,,,,4397.35,
5-June-2008,,,,4617.44,
6-June-2008,,,,4598.59,
9-June-2008,,,,4404.98,
10-June-2008,,,,4283.96,
11-June-2008,,,,4357.43,
12-June-2008,,,,4345.82,
13-June-2008,,,,4336.06,
16-June-2008,,,,4413.35,
17-June-2008,,,,4440.20,
18-June-2008,,,,4333.94,
19-June-2008,,,,4305.90,
20-June-2008,,,,4204.62,
23-June-2008,,,,4233.42,
24-June-2008,,,,4141.51,
25-June-2008,,,,4094.95,
26-June-2008,,,,4181.86,
27-June-2008,,,,4004.75,
30-June-2008,,,,4019.82,
1-July-2008,,,,3949.95,
2-July-2008,,,,4177.75,
3-July-2008,,,,4038.62,
4-July-2008,,,,4068.49,
7-July-2008,,,,4175.72,
8-July-2008,,,,4045.95,
9-July-2008,,,,4220.07,
10-July-2008,,,,4189.40,
11-July-2008,,,,3907.63,
14-July-2008,,,,3675.59,
15-July-2008,,,,3589.57,
16-July-2008,,,,3566.98,
17-July-2008,,,,3675.20,
18-July-2008,,,,3580.65,
21-July-2008,,,,3580.41,
22-July-2008,,,,3647.92,
23-July-2008,,,,3733.51,
24-July-2008,,,,3630.04,
25-July-2008,,,,3611.24,
28-July-2008,,,,3606.81,
29-July-2008,,,,3588.57,
30-July-2008,,,,3722.09,
31-July-2008,,,,3689.57,
1-August-2008,,,,3800.06,
4-August-2008,,,,3815.43,
5-August-2008,,,,3878.30,
6-August-2008,,,,3923.67,
7-August-2008,,,,3954.87,
8-August-2008,,,,3885.86,
11-August-2008,,,,3882.07,
12-August-2008,,,,3771.98,
13-August-2008,,,,3813.96,
14-August-2008,,,,3896.96,
18-August-2008,,,,3926.38,
19-August-2008,,,,3892.26,
20-August-2008,,,,3903.22,
21-August-2008,,,,3822.46,
22-August-2008,,,,3837.19,
25-August-2008,,,,3862.43,
26-August-2008,,,,3895.48,
27-August-2008,,,,3892.17,
28-August-2008,,,,3853.39,
29-August-2008,,,,3966.75,
1-September-2008,,,,3954.17,
2-September-2008,,,,4066.93,
4-September-2008,,,,4085.70,
5-September-2008,,,,3941.74,
8-September-2008,,,,4031.43,
9-September-2008,,,,4032.16,
10-September-2008,,,,4026.92,
11-September-2008,,,,3990.44,
12-September-2008,,,,3806.74,
15-September-2008,,,,3596.83,
16-September-2008,,,,3545.05,
17-September-2008,,,,3524.32,
18-September-2008,,,,3437.40,
19-September-2008,,,,3666.75,
22-September-2008,,,,3639.43,
23-September-2008,,,,3455.05,
24-September-2008,,,,3417.11,
25-September-2008,,,,3348.42,
26-September-2008,,,,3234.94,
29-September-2008,,,,3057.92,
30-September-2008,,,,3095.08,
1-October-2008,,,,3217.90,
3-October-2008,,,,3110.28,
6-October-2008,,,,2929.25,
7-October-2008,,,,2840.30,
8-October-2008,,,,2701.23,
10-October-2008,,,,2584.25,
13-October-2008,,,,2790.42,
14-October-2008,,,,2939.87,
15-October-2008,,,,2780.19,
16-October-2008,,,,2669.17,
17-October-2008,,,,2537.27,
20-October-2008,,,,2741.46,
21-October-2008,,,,2906.83,
22-October-2008,,,,2790.27,
23-October-2008,,,,2739.80,
24-October-2008,,,,2598.31,
27-October-2008,,,,2586.97,
28-October-2008,,,,2695.85,
29-October-2008,,,,2705.77,
31-October-2008,,,,2861.94,
3-November-2008,,,,2874.36,
4-November-2008,,,,2749.95,
5-November-2008,,,,2734.35,
6-November-2008,,,,2617.80,
7-November-2008,,,,2670.54,
10-November-2008,,,,2815.88,
11-November-2008,,,,2634.88,
12-November-2008,,,,2632.89,
14-November-2008,,,,2567.87,
17-November-2008,,,,2568.49,
18-November-2008,,,,2447.76,
19-November-2008,,,,2410.64,
20-November-2008,,,,2343.84,
21-November-2008,,,,2457.55,
24-November-2008,,,,2462.95,
25-November-2008,,,,2432.44,
26-November-2008,,,,2468.45,
28-November-2008,,,,2558.94,
1-December-2008,,,,2533.69,
2-December-2008,,,,2476.28,
3-December-2008,,,,2400.09,
4-December-2008,,,,2464.74,
5-December-2008,,,,2357.36,
8-December-2008,,,,2385.98,
10-December-2008,,,,2454.98,
11-December-2008,,,,2359.20,
12-December-2008,,,,2291.33,
15-December-2008,,,,2286.20,
16-December-2008,,,,2340.58,
17-December-2008,,,,2245.93,
18-December-2008,,,,2345.06,
19-December-2008,,,,2346.97,
22-December-2008,,,,2334.74,
23-December-2008,,,,2279.55,
24-December-2008,,,,2237.14,
26-December-2008,,,,2149.44,
29-December-2008,,,,2173.95,
30-December-2008,,,,2226.06,
31-December-2008,,,,2227.96,
1-January-2009,,,,2313.19,
2-January-2009,,,,2284.20,
5-January-2009,,,,2339.10,
6-January-2009,,,,2346.82,
7-January-2009,,,,2128.16,
9-January-2009,,,,2131.99,
12-January-2009,,,,2051.05,
13-January-2009,,,,2147.69,
14-January-2009,,,,2255.42,
15-January-2009,,,,2162.70,
16-January-2009,,,,2184.98,
19-January-2009,,,,2168.57,
20-January-2009,,,,2146.01,
21-January-2009,,,,2104.71,
22-January-2009,,,,2112.20,
23-January-2009,,,,2069.14,
27-January-2009,,,,2152.88,
28-January-2009,,,,2205.88,
29-January-2009,,,,2228.84,
30-January-2009,,,,2236.51,
2-February-2009,,,,2180.72,
3-February-2009,,,,2195.04,
4-February-2009,,,,2196.00,
5-February-2009,,,,2155.05,
6-February-2009,,,,2204.16,
9-February-2009,,,,2239.80,
10-February-2009,,,,2240.26,
11-February-2009,,,,2225.73,
12-February-2009,,,,2170.96,
13-February-2009,,,,2173.64,
16-February-2009,,,,2116.20,
17-February-2009,,,,2047.62,
18-February-2009,,,,2044.66,
19-February-2009,,,,2094.83,
20-February-2009,,,,2038.51,
24-February-2009,,,,2035.66,
25-February-2009,,,,2086.93,
26-February-2009,,,,2110.69,
27-February-2009,,,,2096.17,
2-March-2009,,,,2057.58,
3-March-2009,,,,2019.24,
4-March-2009,,,,2032.81,
5-March-2009,,,,2011.04,
6-March-2009,,,,2072.32,
9-March-2009,,,,2025.29,
12-March-2009,,,,2073.53,
13-March-2009,,,,2190.32,
16-March-2009,,,,2199.17,
17-March-2009,,,,2161.30,
18-March-2009,,,,2184.76,
19-March-2009,,,,2219.23,
20-March-2009,,,,2217.44,
23-March-2009,,,,2271.58,
24-March-2009,,,,2263.00,
25-March-2009,,,,2286.04,
