Date,Close
2005-12-30,1132.83
2006-01-02,1145.36
2006-01-03,1166.29
2006-01-04,1171.06
2006-01-05,1166.38
2006-01-06,1170.94
2006-01-09,1169.3
2006-01-10,1150.94
2006-01-12,1138.81
2006-01-13,1142.66
2006-01-16,1135.79
2006-01-17,1171.16
2006-01-18,1144.22
2006-01-19,1156.84
2006-01-20,1167.37
2006-01-23,1163.2
2006-01-24,1153.3
2006-01-25,1155.35
2006-01-27,1164.08
2006-01-30,1162.04
2006-01-31,1162.93
2006-02-01,1149.8
2006-02-02,1145.68
2006-02-03,1132.01
2006-02-06,1157.41
2006-02-07,1153.67
2006-02-08,1152
2006-02-10,1157.28
2006-02-13,1158.44
2006-02-14,1154.91
2006-02-15,1142.94
2006-02-16,1145.8
2006-02-17,1131.09
2006-02-20,1142.22
2006-02-21,1143.21
2006-02-22,1153.42
2006-02-23,1155.9
2006-02-24,1155.44
2006-02-27,1154.92
2006-02-28,1142.34
2006-03-01,1139.54
2006-03-02,1148.45
2006-03-03,1152.35
2006-03-06,1172.24
2006-03-07,1169.96
2006-03-08,1150.98
2006-03-09,1157.95
2006-03-10,1165.76
2006-03-13,1176.48
2006-03-14,1184.5
2006-03-16,1208.89
2006-03-17,1217.79
2006-03-20,1222.28
2006-03-21,1225.5
2006-03-22,1219.44
2006-03-23,1226.06
2006-03-24,1232.45
2006-03-27,1249.07
2006-03-28,1249.04
2006-03-29,1252.29
2006-03-30,1267.12
2006-03-31,1266.5
2006-04-03,1301.83
2006-04-04,1315.34
2006-04-05,1313.76
2006-04-07,1296.88
2006-04-10,1303.66
2006-04-12,1294.81
2006-04-13,1301.62
2006-04-17,1312.91
2006-04-18,1357.95
2006-04-19,1393.47
2006-04-20,1458
2006-04-21,1441.68
2006-04-24,1455.28
2006-04-25,1428.02
2006-04-26,1471.46
2006-04-27,1461.72
2006-04-28,1474.18
2006-05-02,1504.77
2006-05-03,1513.97
2006-05-04,1555.08
2006-05-05,1584.61
2006-05-08,1633.85
2006-05-09,1646.78
2006-05-10,1678.53
2006-05-11,1611.05
2006-05-12,1559.51
2006-05-15,1491.9
2006-05-16,1501.44
2006-05-17,1568.03
2006-05-18,1456.2
2006-05-19,1407.36
2006-05-22,1329.53
2006-05-23,1382.22
2006-05-24,1337.48
2006-05-25,1355.16
2006-05-26,1364.01
2006-05-29,1365.18
2006-05-30,1359.71
2006-05-31,1331.91
2006-06-01,1287.7
2006-06-02,1329.16
2006-06-05,1287.49
2006-06-06,1247.83
2006-06-07,1203.65
2006-06-08,1119.09
2006-06-09,1213.93
2006-06-12,1186.41
2006-06-13,1140.67
2006-06-14,1145.89
2006-06-15,1202.3
2006-06-16,1230.16
2006-06-19,1244.9
2006-06-20,1238.78
2006-06-21,1278.28
2006-06-22,1299.89
2006-06-23,1338.22
2006-06-26,1299.08
2006-06-27,1303.91
2006-06-28,1311.71
2006-06-29,1321.76
2006-06-30,1378.91
2006-07-03,1391.28
2006-07-04,1387.42
2006-07-05,1411.39
2006-07-06,1398.21
2006-07-07,1344.62
2006-07-10,1366.69
2006-07-11,1367.44
2006-07-12,1406.8
2006-07-13,1384.16
2006-07-14,1370.84
2006-07-17,1317.32
2006-07-18,1295.5
2006-07-19,1276.88
2006-07-20,1296.07
2006-07-21,1262.13
2006-07-24,1271.24
2006-07-25,1294.47
2006-07-26,1321.59
2006-07-27,1329.4
2006-07-28,1313.79
2006-07-31,1314.52
2006-08-01,1316.37
2006-08-02,1329.39
2006-08-03,1325.96
2006-08-04,1305.1
2006-08-07,1289.2
2006-08-08,1316.6
2006-08-09,1330.68
2006-08-10,1326.51
2006-08-11,1356.56
2006-08-14,1386.66
2006-08-16,1418.7
2006-08-17,1426.62
2006-08-18,1430.9
2006-08-21,1438.78
2006-08-22,1427.58
2006-08-23,1421.66
2006-08-24,1459.82
2006-08-25,1470.15
2006-08-28,1485.22
2006-08-29,1488.41
2006-08-30,1503.43
2006-08-31,1488.47
2006-09-01,1493.44
2006-09-04,1512.69
2006-09-05,1510.7
2006-09-06,1521.96
2006-09-07,1505.27
2006-09-08,1514.4
2006-09-11,1466.32
2006-09-12,1475.22
2006-09-13,1492.97
2006-09-14,1500.96
2006-09-15,1513.28
2006-09-18,1505.1
2006-09-19,1486.1
2006-09-20,1501.24
2006-09-21,1520.29
2006-09-22,1526.03
2006-09-25,1530.41
2006-09-26,1543.75
2006-09-27,1541.62
2006-09-28,1532.45
2006-09-29,1533.22
2006-10-03,1522
2006-10-04,1508.96
2006-10-05,1519.97
2006-10-06,1534.52
2006-10-09,1528.53
2006-10-10,1523.02
2006-10-11,1511.29
2006-10-12,1540.49
2006-10-13,1558.85
2006-10-16,1577.78
2006-10-17,1573.3
2006-10-18,1565.78
2006-10-19,1554.6
2006-10-20,1555.35
2006-10-23,1552.45
2006-10-26,1533.01
2006-10-27,1580.53
2006-10-30,1598.24
2006-10-31,1596.19
2006-11-01,1622.35
2006-11-02,1654.95
2006-11-03,1673.89
2006-11-06,1678.78
2006-11-07,1660.44
2006-11-08,1625.45
2006-11-09,1637.42
2006-11-10,1660.62
2006-11-13,1659.28
2006-11-14,1657
2006-11-15,1643.78
2006-11-16,1638.2
2006-11-17,1631.02
2006-11-20,1622.61
2006-11-21,1639.77
2006-11-22,1646.55
2006-11-23,1638.28
2006-11-24,1635.12
2006-11-27,1632.12
2006-11-28,1624.62
2006-11-29,1614.31
2006-11-30,1604.8
2006-12-01,1620.89
2006-12-04,1618.47
2006-12-05,1636.92
2006-12-06,1634.51
2006-12-07,1648.65
2006-12-08,1612.27
2006-12-11,1578.86
2006-12-12,1530.04
2006-12-13,1553.76
2006-12-14,1585.37
2006-12-15,1582.95
2006-12-18,1628.54
2006-12-19,1595.2
2006-12-20,1599.4
2006-12-21,1605.97
2006-12-22,1622.84
2006-12-26,1641.14
2006-12-27,1650.69
2006-12-28,1642.77
2006-12-29,1637.21
2007-01-01,1637.21
2007-01-02,1652.38
2007-01-03,1653.44
2007-01-04,1656.65
2007-01-05,1676.37
2007-01-08,1672.35
2007-01-09,1677.13
2007-01-10,1653.92
2007-01-11,1688.22
2007-01-12,1736.01
2007-01-15,1747.7
2007-01-16,1732.8
2007-01-17,1731.54
2007-01-18,1758.88
2007-01-19,1758.27
2007-01-22,1752.01
2007-01-23,1737.8
2007-01-24,1753.99
2007-01-25,1766.88
2007-01-26,1766.88
2007-01-29,1773.5
2007-01-30,1773.5
2007-01-31,1751.16
2007-02-01,1762.28
2007-02-02,1754.39
2007-02-05,1768.96
2007-02-06,1768.48
2007-02-07,1763.4
2007-02-08,1764.77
2007-02-09,1748.27
2007-02-12,1706.36
2007-02-13,1722.5
2007-02-14,1736.31
2007-02-15,1768.06
2007-02-16,1768.06
2007-02-19,1779.32
2007-02-20,1763.73
2007-02-21,1756.88
2007-02-22,1753.57
2007-02-23,1732.11
2007-02-26,1727.93
2007-02-27,1717.69
2007-02-28,1662.46
2007-03-01,1676.69
2007-03-02,1636.65
2007-03-05,1568.44
2007-03-06,1602.81
2007-03-07,1587.05
2007-03-08,1634.29
2007-03-09,1618.44
2007-03-12,1627.13
2007-03-13,1643.67
2007-03-14,1593.65
2007-03-15,1590.43
2007-03-16,1599.16
2007-03-19,1623.49
2007-03-20,1633.52
2007-03-21,1656.42
2007-03-22,1703.27
2007-03-23,1700.44
2007-03-26,1696.2
2007-03-27,1696.2
2007-03-28,1685.32
2007-03-29,1695.58
2007-03-30,1704.42
2007-04-02,1635.39
2007-04-03,1663.8
2007-04-04,1686.32
2007-04-05,1683.86
2007-04-06,1683.86
2007-04-09,1719.36
2007-04-10,1727.11
2007-04-11,1732.11
2007-04-12,1717.1
2007-04-13,1743.86
2007-04-16,1798.29
2007-04-17,1815.07
2007-04-18,1826.7
2007-04-19,1824.4
2007-04-20,1875.14
2007-04-23,1889.51
2007-04-24,1918.12
2007-04-25,1948.7
2007-04-26,1947.12
2007-04-27,1890.58
2007-04-30,1902.42
2007-05-01,1902.42
2007-05-02,1902.42
2007-05-03,1959.12
2007-05-04,1927.7
2007-05-07,1948.67
2007-05-08,1933.4
2007-05-09,1932.22
2007-05-10,1911.17
2007-05-11,1919.48
2007-05-14,1960.99
2007-05-15,1941.77
2007-05-16,1972.09
2007-05-17,2021.3
2007-05-18,2028.97
2007-05-21,2094.66
2007-05-22,2099.44
2007-05-23,2075.16
2007-05-24,2045.33
2007-05-25,2049.56
2007-05-28,2050.79
2007-05-29,2075.46
2007-05-30,2067.38
2007-05-31,2077.9
2007-06-01,2070.21
2007-06-04,2051.95
2007-06-05,2053.58
2007-06-06,1992.81
2007-06-07,1973.64
2007-06-08,1967.35
2007-06-11,1974.5
2007-06-12,1996.89
2007-06-13,1976.34
2007-06-14,2004.37
2007-06-15,1994.79
2007-06-18,1988.12
2007-06-19,2043.52
2007-06-20,2047.83
2007-06-21,2054.71
2007-06-22,2029.11
2007-06-25,2033.72
2007-06-26,2044.46
2007-06-27,2033.38
2007-06-28,2023.72
2007-06-29,2030.81
2007-07-02,2023.09
2007-07-03,2033.43
2007-07-04,2034.82
2007-07-05,2028.05
2007-07-06,2030.21
2007-07-09,2036.93
2007-07-10,2030.94
2007-07-11,2033.08
2007-07-12,2048.9
2007-07-13,2086.7
2007-07-16,2096.04
2007-07-17,2126.92
2007-07-18,2113.05
2007-07-19,2173.34
2007-07-20,2161.11
2007-07-23,2187.57
2007-07-24,2189.28
2007-07-25,2190.12
2007-07-26,2224.77
2007-07-27,2142.05
2007-07-30,2127.74
2007-07-31,2170.46
2007-08-01,2073.8
2007-08-02,2074.78
2007-08-03,2081.69
2007-08-06,2057.98
2007-08-07,2080.34
2007-08-08,2146.96
2007-08-09,2105.1
2007-08-10,2070.15
2007-08-13,2084.85
2007-08-14,2094.37
2007-08-15,2094.37
2007-08-16,1999.66
2007-08-17,1982.48
2007-08-20,2035.2
2007-08-21,1979.1
2007-08-22,2003.85
2007-08-23,1969.16
2007-08-24,2005.01
2007-08-27,2060.08
2007-08-28,2093.36
2007-08-29,2118.19
2007-08-30,2131.69
2007-08-31,2182.35
2007-09-03,2178.69
2007-09-04,2187.77
2007-09-05,2175.67
2007-09-06,2198.95
2007-09-07,2187.61
2007-09-10,2206.86
2007-09-11,2205.58
2007-09-12,2222.57
2007-09-13,2238.28
2007-09-14,2241.12
2007-09-17,2237.57
2007-09-18,2271.45
2007-09-19,2383.1
2007-09-20,2406.94
2007-09-21,2485.84
2007-09-24,2561.33
2007-09-25,2597.93
2007-09-26,2555.69
2007-09-27,2560.34
2007-09-28,2542.57
2007-10-01,2570.92
2007-10-02,2570.92
2007-10-03,2656.18
2007-10-04,2657.48
2007-10-05,2689.1
2007-10-08,2608.25
2007-10-09,2769.17
2007-10-10,2808.57
2007-10-11,2852.89
2007-10-12,2811.53
2007-10-15,2931.25
2007-10-16,2920.64
2007-10-17,2915.16
2007-10-18,2812.87
2007-10-19,2726.08
2007-10-22,2682.95
2007-10-23,2855.7
2007-10-24,2863.6
2007-10-25,2882.8
2007-10-26,2963.26
2007-10-29,3110.57
2007-10-30,3082.88
2007-10-31,3124.27
2007-11-01,3096.68
2007-11-02,3161.64
2007-11-05,3101.15
2007-11-06,3061.43
2007-11-07,3126.38
2007-11-08,3099
2007-11-09,3114.27
2007-11-12,3056.67
2007-11-13,3071.18
2007-11-14,3262.84
2007-11-15,3324.04
2007-11-16,3370.29
2007-11-19,3365.56
2007-11-20,3270.09
2007-11-21,3168.41
2007-11-22,3152.06
2007-11-23,3229.36
2007-11-26,3295.16
2007-11-27,3294.46
2007-11-28,3216.67
2007-11-29,3254.69
2007-11-30,3332.42
2007-12-03,3454.62
2007-12-04,3420.33
2007-12-05,3485.38
2007-12-06,3455.45
2007-12-07,3427.27
2007-12-10,3425.9
2007-12-11,3482.14
2007-12-12,3518.84
2007-12-13,3448.68
2007-12-14,3483.95
2007-12-17,3305.35
2007-12-18,3302.06
2007-12-19,3300.75
2007-12-20,3292.36
2007-12-21,3292.36
2007-12-24,3399.33
2007-12-26,3516.97
2007-12-27,3522.96
2007-12-28,3545.11
2007-12-31,3571.05
2008-01-02,3595.45
2008-01-03,3645.18
2008-01-04,3727.04
2008-01-07,3733.87
2008-01-08,3735.88
2008-01-09,3680.92
2008-01-10,3618.67
2008-01-11,3700.19
2008-01-14,3774.72
2008-01-15,3704.92
2008-01-16,3644.97
2008-01-17,3571.43
2008-01-18,3358.67
2008-01-21,2963.97
2008-01-22,2673.21
2008-01-23,2895.85
2008-01-24,2811.77
2008-01-25,3003.21
2008-01-28,2965.37
2008-01-29,2996.35
2008-01-30,2864.76
2008-01-31,2875.59
2008-02-01,2963.11
2008-02-04,3034.16
2008-02-05,3064.87
2008-02-06,2982.79
2008-02-07,2852.48
2008-02-08,2845.05
2008-02-11,2657.41
2008-02-12,2670.04
2008-02-13,2738.67
2008-02-14,2941.25
2008-02-15,3029.99
2008-02-18,2997.51
2008-02-19,2992.62
2008-02-20,2934.68
2008-02-21,2945.84
2008-02-22,2884.25
2008-02-25,2983.61
2008-02-26,3027.91
2008-02-27,3038.67
2008-02-28,3009.26
2008-02-29,2971.95
2008-03-03,2810.01
2008-03-04,2741.71
2008-03-05,2787.63
2008-03-07,2707.97
2008-03-10,2757.58
2008-03-11,2838.67
2008-03-12,2862.02
2008-03-13,2697.03
2008-03-14,2781.4
2008-03-17,2629.15
2008-03-18,2599.62
2008-03-19,2597.64
2008-03-24,2598.72
