Date,Open,High,Low,Close
23-Apr-09,,,,1411.05
24-Apr-09,,,,1470.4
27-Apr-09,,,,1450.32
28-Apr-09,,,,1403.35
29-Apr-09,,,,1441.42
30-Apr-09,,,,1441.42
04-May-09,,,,1477.37
05-May-09,,,,1481.54
06-May-09,,,,1483.33
07-May-09,,,,1516.93
08-May-09,,,,1489.52
11-May-09,,,,1446.63
12-May-09,,,,1518.81
13-May-09,,,,1517.88
14-May-09,,,,1478.65
15-May-09,,,,1537.06
18-May-09,,,,1807.09
19-May-09,,,,1814.32
20-May-09,,,,1748.89
21-May-09,,,,1749.74
22-May-09,,,,1756.38
25-May-09,,,,1722.27
26-May-09,,,,1620.14
27-May-09,,,,1653.94
28-May-09,,,,1673.51
29-May-09,,,,1719.65
01-Jun-09,,,,1723.82
02-Jun-09,,,,1715.38
03-Jun-09,,,,1734.53
04-Jun-09,,,,1781.46
05-Jun-09,,,,1789.73
08-Jun-09,,,,1713.91
09-Jun-09,,,,1757.24
10-Jun-09,,,,1805.24
11-Jun-09,,,,1843.92
12-Jun-09,,,,1780.93
15-Jun-09,,,,1743.2
16-Jun-09,,,,1751.23
17-Jun-09,,,,1701.48
18-Jun-09,,,,1685.04
19-Jun-09,,,,1697.91
22-Jun-09,,,,1663.45
23-Jun-09,,,,1655.49
24-Jun-09,,,,1686.26
25-Jun-09,,,,1683.73
26-Jun-09,,,,1714.73
29-Jun-09,,,,1703.36
30-Jun-09,,,,1660.56
01-Jul-09,,,,1706.76
02-Jul-09,,,,1678.96
03-Jul-09,,,,1695
06-Jul-09,,,,1604.89
07-Jul-09,,,,1635.28
08-Jul-09,,,,1587.76
09-Jul-09,,,,1599.78
10-Jul-09,,,,1554.04
13-Jul-09,,,,1522.07
14-Jul-09,,,,1558.5
15-Jul-09,,,,1598.27
16-Jul-09,,,,1610.02
17-Jul-09,,,,1671.83
20-Jul-09,,,,1699.44
21-Jul-09,,,,1682.65
22-Jul-09,,,,1653.87
23-Jul-09,,,,1670.95
24-Jul-09,,,,1703.13
27-Jul-09,,,,1728.3
28-Jul-09,,,,1747.22
29-Jul-09,,,,1721.31
30-Jul-09,,,,1719.48
31-Jul-09,,,,1687.7
03-Aug-09,,,,1706.14
04-Aug-09,,,,1669.1
05-Aug-09,,,,1666.44
06-Aug-09,,,,1643.45
07-Aug-09,,,,1577.99
10-Aug-09,,,,1550.91
11-Aug-09,,,,1573.02
12-Aug-09,,,,1629.29
13-Aug-09,,,,1671.42
14-Aug-09,,,,1652.71
17-Aug-09,,,,1604.09
18-Aug-09,,,,1643.65
19-Aug-09,,,,1615.76
20-Aug-09,,,,1617.97
21-Aug-09,,,,1652.55
24-Aug-09,,,,1672.76
25-Aug-09,,,,1660.28
26-Aug-09,,,,1665.98
27-Aug-09,,,,1685.78
28-Aug-09,,,,1734.39
31-Aug-09,,,,1702.43
01-Sep-09,,,,1693.42
02-Sep-09,,,,1685.45
03-Sep-09,,,,1686.02
04-Sep-09,,,,1692.56
07-Sep-09,,,,1758.43
08-Sep-09,,,,1751.84
09-Sep-09,,,,1710.14
10-Sep-09,,,,1728.63
11-Sep-09,,,,1728.82
14-Sep-09,,,,1713.37
15-Sep-09,,,,1719.06
16-Sep-09,,,,1738.84
17-Sep-09,,,,1777.21
18-Sep-09,,,,1793.64
22-Sep-09,,,,1765.43
23-Sep-09,,,,1713.18
24-Sep-09,,,,1732.93
25-Sep-09,,,,1717.62
29-Sep-09,,,,1727.93
30-Sep-09,,,,1737.1
01-Oct-09,,,,1785.4
05-Oct-09,,,,1668.27
06-Oct-09,,,,1517.72
07-Oct-09,,,,1505.98
08-Oct-09,,,,1428.55
09-Oct-09,,,,1451.92
12-Oct-09,,,,1472.07
14-Oct-09,,,,1418.44
15-Oct-09,,,,1384
16-Oct-09,,,,1398.4
20-Oct-09,,,,1395.71
21-Oct-09,,,,1400.47
22-Oct-09,,,,1406.11
23-Oct-09,,,,1389.2
26-Oct-09,,,,1373.57
27-Oct-09,,,,1285.62
28-Oct-09,,,,1301.53
29-Oct-09,,,,1263.38
30-Oct-09,,,,1191.84
03-Nov-09,,,,1186.85
04-Nov-09,,,,1209.34
05-Nov-09,,,,1260.09
06-Nov-09,,,,1257.22
09-Nov-09,,,,1223.79
10-Nov-09,,,,1184.57
11-Nov-09,,,,1208.56
12-Nov-09,,,,1215.37
